Taimekaitsevahendi ID,Kasutusala,Kahjustaja,Kulunorm 1,Kulunorm 2,Ühik,Lahuse kontsentratsioon 1,Lahuse kontsentratsioon 2,Kasutamise koht,Piirangud,Töötlemise aeg,Tööoode,Ooteaeg,Töötlemiskordi kasvuperioodil,Töötlemiste intervall
342,Teravatipuline peakapsas,Kaheidulehelised umbrohud(TTTDD),,0.350,l/ha,,,Avamaa,,,,,1,
342,Kähar peakapsas (savoia kapsas),Kaheidulehelised umbrohud(TTTDD),,0.350,l/ha,,,Avamaa,,,,,1,
342,Lillkapsas,Kaheidulehelised umbrohud(TTTDD),,0.350,l/ha,,,Avamaa,,,,,1,
00841,"Teed, rajad ja alad, mis on vett läbilaskva pinnaga",Lühiealised  kaheidulehelised umbrohud(BBBAN);Murunurmikas (POAAN),,23.000,ml/10m2,,,Avamaa,,,,,1-4,7-21
00841,Dekoratiivpuud,Lühiealised  kaheidulehelised umbrohud(BBBAN);Murunurmikas (POAAN);Samblad(1BRYP ),,23.000,ml/10m2,,,Avamaa,,,,,1-4,7-21
00841,Dekoratiivpõõsad,Lühiealised  kaheidulehelised umbrohud(BBBAN);Murunurmikas (POAAN);Samblad(1BRYP ),,23.000,ml/10m2,,,Avamaa,,,,,1-4,7-21
00758,Baklažaan,Kedriklestad(1TETRG);Lehetäid(1APHIF);Kasvuhoone karilane(TRIAVA),,16.000,l/ha,,,Kasvuhoone,,,,,5,7
00758,Kurk,Kedriklestad(1TETRG);Lehetäid(1APHIF);Kasvuhoone karilane(TRIAVA),,16.000,l/ha,,,Kasvuhoone,,,,,5,7
00758,Kornišon,Kasvuhoone karilane(TRIAVA);Lehetäid(1APHIF);Kedriklestad(1TETRG),,16.000,l/ha,,,Kasvuhoone,,,,,5,7
00758,Maasikas,Kasvuhoone karilane(TRIAVA);Lehetäid(1APHIF);Kedriklestad(1TETRG),,16.000,l/ha,,,Kasvuhoone,,,,,5,7
00758,Tomat,Kedriklestad(1TETRG);Lehetäid(1APHIF);Kasvuhoone karilane(TRIAVA),,16.000,l/ha,,,Kasvuhoone,,,,,5,7
00758,Suvikõrvits,Kasvuhoone karilane(TRIAVA);Lehetäid(1APHIF);Kedriklestad(1TETRG),,16.000,l/ha,,,Kasvuhoone,,,,,5,7
00703,Suvikaer,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.460,0.600,l/ha,,,Avamaa,,,,60,1,
00703,Suvitritikale,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.460,0.600,l/ha,,,Avamaa,,,,60,1,
00703,Talirukis,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.460,0.800,l/ha,,,Avamaa,,,,60,1,
00703,Talioder,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.460,0.800,l/ha,,,Avamaa,,,,60,1,
00703,Talinisu,Roomav madar(GALAP);Kaheidulehelised umbrohud(TTTDD),0.460,0.800,l/ha,,,Avamaa,,,,60,1,
00703,Suvioder,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.460,0.600,l/ha,,,Avamaa,,,,60,1,
00703,Suvinisu,Roomav madar(GALAP);Kaheidulehelised umbrohud(TTTDD),0.460,0.600,l/ha,,,Avamaa,,,,60,1,
00703,Mais,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),,0.300,l/ha,,,Avamaa,,,,90,1,
00703,Talitritikale,Roomav madar(GALAP);Kaheidulehelised umbrohud(TTTDD),0.460,0.800,l/ha,,,Avamaa,,,,60,1,
00703,Rohumaad,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),1.500,2.000,l/ha,,,Avamaa,,,,7,1,
00703,Golfimurud,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),1.500,2.000,l/ha,,,Avamaa,,,,7,1,
00703,Muru,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),1.500,2.000,l/ha,,,Avamaa,,,,7,1,
00874,Suvioder,Laialehelised umbrohud,0.360,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00874,Suvirukis,Laialehelised umbrohud,0.360,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00874,Talirukis,Laialehelised umbrohud,0.800,1.200,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00874,Talitritikale,Laialehelised umbrohud,0.800,1.200,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00874,Talinisu,Laialehelised umbrohud,0.800,1.200,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00874,Kaer,Laialehelised umbrohud,0.360,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00874,Suvitritikale,Laialehelised umbrohud,0.360,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00874,Suvinisu,Laialehelised umbrohud,0.360,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00874,Talioder,Laialehelised umbrohud,0.800,1.200,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
676,Talioder,Äärislaiksus(1RHYNG);Kõrreliste jahukaste(ERYSGR);Odra-leherooste(PUCCHD);Kõrreliste võrklaiksus(PYRNTE),0.500,1.000,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 5 m veepiirist veeorganismide kaitseks,,,35,1,
676,Suvioder,Kõrreliste võrklaiksus(PYRNTE);Odra-leherooste(PUCCHD);Kõrreliste jahukaste(ERYSGR);Äärislaiksus(1RHYNG),0.500,1.000,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 5 m veepiirist veeorganismide kaitseks,,,35,1,
676,Suvitritikale,Pruunrooste (PUCCRE);Kollane rooste(PUCCST);Äärislaiksus(1RHYNG);Kõrreliste jahukaste(ERYSGR);Nisu-pruunlaiksus(PYRNTR);Helelaiksus(1SEPTG),0.500,1.000,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 5 m veepiirist veeorganismide kaitseks,,,35,1,
676,Kaer,Kroonrooste(PUCCCO);Kaera-triiptõvik(PYRNAV),0.500,1.000,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 5 m veepiirist veeorganismide kaitseks,,,35,1,
676,Talitritikale,Helelaiksus(1SEPTG);Nisu-pruunlaiksus(PYRNTR);Kõrreliste jahukaste(ERYSGR);Äärislaiksus(1RHYNG);Kollane rooste(PUCCST);Pruunrooste (PUCCRE),0.500,1.000,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 5 m veepiirist veeorganismide kaitseks,,,35,1,
676,Suvinisu,Helelaiksus(1SEPTG);Kollane rooste(PUCCST);Pruunrooste (PUCCRE);Kõrreliste jahukaste(ERYSGR);Nisu-pruunlaiksus(PYRNTR),0.500,1.000,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 5 m veepiirist veeorganismide kaitseks,,,35,1,
676,Talinisu,Nisu-pruunlaiksus(PYRNTR);Kõrreliste jahukaste(ERYSGR);Pruunrooste (PUCCRE);Kollane rooste(PUCCST);Helelaiksus(1SEPTG),0.500,1.000,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 5 m veepiirist veeorganismide kaitseks,,,35,1,
676,Talirukis,Äärislaiksus(1RHYNG);Kõrreliste jahukaste(ERYSGR);Pruunrooste (PUCCRE),0.500,1.000,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 5 m veepiirist veeorganismide kaitseks,,,35,1,
00832,Golfimurud,Laialehelised umbrohud,,0.750,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 5 m veepiirist veeorganismide kaitseks,,,,1,
00832,Golfimurud,Laialehelised umbrohud,,1.800,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 5 m veepiirist veeorganismide kaitseks,,,,1,
00832,Muru,Laialehelised umbrohud,,0.750,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 5 m veepiirist veeorganismide kaitseks,,,,1,
00832,Muru,Laialehelised umbrohud,,1.800,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 5 m veepiirist veeorganismide kaitseks,,,,1,
00832,Mittepõllumajanduslikud rohumaad,Laialehelised umbrohud,,0.750,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 5 m veepiirist veeorganismide kaitseks,,,,1,
00832,Mittepõllumajanduslikud rohumaad,Laialehelised umbrohud,,1.800,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 5 m veepiirist veeorganismide kaitseks,,,,1,
650,Kõrrelised heintaimed,,0.400,0.800,l/ha,,,Avamaa,,,,,1,
650,Suvioder,,0.400,0.600,l/ha,,,Avamaa,,,,,1,
650,Suvitritikale,,0.400,0.600,l/ha,,,Avamaa,,,,,1,
650,Talirukis,,0.500,0.600,l/ha,,,Avamaa,,,,,1,
650,Talitritikale,,0.400,0.600,l/ha,,,Avamaa,,,,,1,
650,Talinisu,,0.200,0.400,l/ha,,,Avamaa,,,,,1,
650,Kaer,,,0.300,l/ha,,,Avamaa,,,,,1,
650,Suvinisu,,0.200,0.400,l/ha,,,Avamaa,,,,,1,
650,Talioder,,0.400,0.600,l/ha,,,Avamaa,,,,,1,
00702,Kaer,,,0.300,l/ha,,,Avamaa,,,,,1,
00702,Suvioder,,0.400,0.600,l/ha,,,Avamaa,,,,,1,
00702,Suvinisu,,0.200,0.400,l/ha,,,Avamaa,,,,,1,
00702,Tritikale,,0.400,0.600,l/ha,,,Avamaa,,,,,1,
00702,Talioder,,0.400,0.600,l/ha,,,Avamaa,,,,,1,
00702,Talirukis,,0.400,0.600,l/ha,,,Avamaa,,,,,1,
00702,Talinisu,,0.200,0.400,l/ha,,,Avamaa,,,,,1,
00702,Kõrrelised heintaimed,,0.400,0.800,l/ha,,,Avamaa,,,,,1,
622,Tritikale,,0.400,0.600,l/ha,,,Avamaa,,,,,1,
622,Talioder,,0.400,0.600,l/ha,,,Avamaa,,,,,1,
622,Kõrrelised heintaimed,,0.400,0.800,l/ha,,,Avamaa,,,,,1,
622,Kaer,,,0.300,l/ha,,,Avamaa,,,,,1,
622,Suvioder,,0.400,0.600,l/ha,,,Avamaa,,,,,1,
622,Suvinisu,,0.200,0.400,l/ha,,,Avamaa,,,,,1,
622,Talinisu,,0.200,0.400,l/ha,,,Avamaa,,,,,1,
622,Talirukis,,0.400,0.600,l/ha,,,Avamaa,,,,,1,
423,Suvinisu,,0.200,0.400,l/ha,,,Avamaa,,,,,1,
423,Kaer,,0.200,0.400,l/ha,,,Avamaa,,,,,1,
423,Suvioder,,0.200,0.400,l/ha,,,Avamaa,,,,,1,
423,Tritikale,,0.300,0.500,l/ha,,,Avamaa,,,,,1,
423,Talioder,,0.200,0.500,l/ha,,,Avamaa,,,,,1,
423,Talirukis,,,0.300,l/ha,,,Avamaa,,,,,1,
423,Talinisu,,0.200,0.400,l/ha,,,Avamaa,,,,,1,
417,Kaer,,0.200,0.400,l/ha,,,Avamaa,,,,,1,
417,Suvioder,,0.200,0.400,l/ha,,,Avamaa,,,,,1,
417,Tritikale,,0.300,0.500,l/ha,,,Avamaa,,,,,1,
417,Talioder,,0.200,0.500,l/ha,,,Avamaa,,,,,1,
417,Talirukis,,,0.300,l/ha,,,Avamaa,,,,,1,
417,Talinisu,,0.200,0.400,l/ha,,,Avamaa,,,,,1,
417,Suvinisu,,0.200,0.400,l/ha,,,Avamaa,,,,,1,
00833,Metsataimlate kesaosakond,Lühiealised ja mitmeaastased umbrohud(TTTTT),2.000,3.000,l/ha,,,Avamaa,"Kõrvaliste isikute ja elanike kaitsmiseks kasutada vähemalt 50% triivi vähendavaid otsakuid ja pidada kinni mittepritsitavast puhvertsoonist 10 m elurajoonidest ja avalikest kohtadest, teedest ja avalikest asutustest;Mittesihtmärktaimede kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsakute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,,1,
00833,Metsataimlad,Lühiealised ja mitmeaastased umbrohud(TTTTT),2.000,3.000,l/ha,,,Avamaa,"Kõrvaliste isikute ja elanike kaitsmiseks kasutada vähemalt 50% triivi vähendavaid otsakuid ja pidada kinni mittepritsitavast puhvertsoonist 10 m elurajoonidest ja avalikest kohtadest, teedest ja avalikest asutustest;Mittesihtmärktaimede kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsakute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,,1,
00833,Kõrrepõllud,Lühiealised ja mitmeaastased umbrohud(TTTTT),2.000,3.000,l/ha,,,Avamaa,"Mittesihtmärktaimede kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsakute kombinatsioonist, mille leiab infolehel vastavast tabelist.;Kõrvaliste isikute ja elanike kaitsmiseks kasutada vähemalt 50% triivi vähendavaid otsakuid või pidada kinni mittepritsitavast puhvervööndist 5 m elurajoonidest, avalikest kohtadest, teedest ja avalikest asutustest.",,,,1,
00833,Kesad,Lühiealised ja mitmeaastased umbrohud(TTTTT),2.000,3.000,l/ha,,,Avamaa,"Mittesihtmärktaimede kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsakute kombinatsioonist, mille leiab infolehel vastavast tabelist.;Kõrvaliste isikute ja elanike kaitsmiseks kasutada vähemalt 50% triivi vähendavaid otsakuid või pidada kinni mittepritsitavast puhvervööndist 5 m elurajoonidest, avalikest kohtadest, teedest ja avalikest asutustest.",,,,1,
00833,Dekoratiivtaimed ,Lühiealised umbrohud(TTTTT),,2.000,l/ha,,,Avamaa,"Mittesihtmärktaimede kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsakute kombinatsioonist, mille leiab infolehel vastavast tabelist.;Kõrvaliste isikute ja elanike kaitsmiseks kasutada vähemalt 50% triivi vähendavaid otsakuid või pidada kinni mittepritsitavast puhvervööndist 5 m elurajoonidest, avalikest kohtadest, teedest ja avalikest asutustest.",,,,1,
337,Suvinisu,Teravilja silmlaiksus(PSDCHE),,0.500,l/ha,,,Avamaa,,,,,1,
337,Talirukis,Kõrreliste jahukaste(ERYSGR),,0.500,l/ha,,,Avamaa,,,,35,2,21
337,Talioder,Kõrreliste jahukaste(ERYSGR),,0.500,l/ha,,,Avamaa,,,,35,2,21
337,Talirukis,Teravilja silmlaiksus(PSDCHE),,0.500,l/ha,,,Avamaa,,,,,1,
337,Talitritikale,Teravilja silmlaiksus(PSDCHE),,0.500,l/ha,,,Avamaa,,,,,1,
337,Talitritikale,Kõrreliste jahukaste(ERYSGR),,0.500,l/ha,,,Avamaa,,,,35,2,21
337,Talinisu,Teravilja silmlaiksus(PSDCHE),,0.500,l/ha,,,Avamaa,,,,,1,
337,Suvinisu,Kõrreliste jahukaste(ERYSGR),,0.500,l/ha,,,Avamaa,,,,35,2,21
337,Kaer,Kõrreliste jahukaste(ERYSGR),,0.500,l/ha,,,Avamaa,,,,35,2,21
337,Suvioder,Kõrreliste jahukaste(ERYSGR),,0.500,l/ha,,,Avamaa,,,,35,2,21
337,Talinisu,Kõrreliste jahukaste(ERYSGR),,0.500,l/ha,,,Avamaa,,,,35,2,21
337,Seenekasvatus,Punakas üleniidik(DACYDE),,1.600,ml/m2,,,Kasvuhoone,,,,10,1,
00930,Suvinisu,Teravilja silmlaiksus(PSDCHE);Kõrreliste jahukaste(ERYSGR);Nisu-pruunrooste(PUCCRT);Kollane rooste(PUCCST);Nisu-pruunlaiksus(PYRNTR);Kõrreliste helelaiksus(SEPTTR),0.750,1.500,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5m pinnaveekogudest või kasutata 50% triivi vähendavaid otsakuid.,,,56,2,14
00930,Talioder,Kõrreliste jahukaste(ERYSGR);Kõrreliste võrklaiksus(PYRNTE);Kõrreliste äärislaiksus(RHYNSE);Ramulaaria (Ramularioos)(RAMUCC);Odra-leherooste(PUCCHD),0.750,1.500,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5m pinnaveekogudest või kasutata 50% triivi vähendavaid otsakuid.,,,56,2,14
00930,Suvioder,Kõrreliste jahukaste(ERYSGR);Kõrreliste võrklaiksus(PYRNTE);Kõrreliste äärislaiksus(RHYNSE);Ramulaaria (Ramularioos)(RAMUCC);Odra-leherooste(PUCCHD),0.750,1.500,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5m pinnaveekogudest või kasutata 50% triivi vähendavaid otsakuid.,,,56,2,14
00930,Talirukis,Kõrreliste jahukaste(ERYSGR);Teravilja silmlaiksus(PSDCHE);Kõrreliste äärislaiksus(RHYNSE);Pruunrooste (PUCCRE),0.750,1.500,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5m pinnaveekogudest või kasutata 50% triivi vähendavaid otsakuid.,,,56,2,14
00930,Suvirukis,Kõrreliste jahukaste(ERYSGR);Teravilja silmlaiksus(PSDCHE);Kõrreliste äärislaiksus(RHYNSE);Pruunrooste (PUCCRE),0.750,1.500,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5m pinnaveekogudest või kasutata 50% triivi vähendavaid otsakuid.,,,56,2,14
00930,Tritikale,Kõrreliste jahukaste(ERYSGR);Helelaiksus(1SEPTG);Pruunrooste (PUCCRE);Kollane rooste(PUCCST),0.750,1.500,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5m pinnaveekogudest või kasutata 50% triivi vähendavaid otsakuid.,,,56,2,14
00930,Kaer,Kõrreliste jahukaste(ERYSGR),0.750,1.500,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5m pinnaveekogudest või kasutata 50% triivi vähendavaid otsakuid.,,,56,2,14
00930,Talinisu,Teravilja silmlaiksus(PSDCHE);Kõrreliste jahukaste(ERYSGR);Nisu-pruunrooste(PUCCRT);Kollane rooste(PUCCST);Nisu-pruunlaiksus(PYRNTR);Kõrreliste helelaiksus(SEPTTR),0.750,1.500,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5m pinnaveekogudest või kasutata 50% triivi vähendavaid otsakuid.,,,56,2,14
00797,Õunad,Õunapuu-kärntõbi(VENTIN);Õunapuu jahukaste(PODOLE),,0.200,kg/ha,,,Avamaa,"Veeorganismide kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,28,1-3,7-14
00797,Pirnid,Pirnipuu-kärntõbi(VENTPI);Õunapuu jahukaste(PODOLE),,0.200,kg/ha,,,Avamaa,"Veeorganismide kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,28,1-3,7-14
00797,Maasikas,Jahukasted(1ERYSF),,0.200,kg/ha,,,Avamaa,"Veeorganismide kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,7,1-2,7-14
00797,Tomat,Jahukasted(1ERYSF),,0.200,kg/ha,,,Kasvuhoone,,,,3,1-2,7-14
00797,Tamm,Jahukasted(1ERYSF),,0.200,kg/ha,,,Avamaa,"Veeorganismide kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,,1-2,7-14
00797,Punane sõstar,Jahukasted(1ERYSF),,0.200,kg/ha,,,Avamaa,"Veeorganismide kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,14,1-2,7-14
00797,Must sõstar,Jahukasted(1ERYSF),,0.200,kg/ha,,,Avamaa,"Veeorganismide kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,14,1-2,7-14
00797,Karusmari,Jahukasted(1ERYSF),,0.200,kg/ha,,,Avamaa,"Veeorganismide kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,14,1-2,7-14
00797,Maasikas,Jahukasted(1ERYSF),,0.200,kg/ha,,,Kasvuhoone,,,,7,1-2,7-14
00797,Begoonia,Jahukasted(1ERYSF),0.060,0.200,kg/ha,,,Avamaa,"Veeorganismide kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,,1-2,7-14
00797,Mustikas,Jahukasted(1ERYSF),,0.200,kg/ha,,,Avamaa,"Veeorganismide kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,14,1-2,7-14
00797,Jõhvikas,Jahukasted(1ERYSF),,0.200,kg/ha,,,Avamaa,"Veeorganismide kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,14,1-2,7-14
00797,Roos,Jahukasted(1ERYSF);Roosi-tahmlaiksus(DIPCRO),0.060,0.200,kg/ha,,,Avamaa,"Veeorganismide kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,,1-3,7-14
00797,Krüsanteem,Krüsanteemi valge rooste(PUCCHN),0.060,0.200,kg/ha,,,Kasvuhoone,,,,,1-3,7-14
00797,Krüsanteem,Krüsanteemi valge rooste(PUCCHN),0.060,0.200,kg/ha,,,Avamaa,"Veeorganismide kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,,1-3,7-14
00797,Begoonia,Jahukasted(1ERYSF),0.060,0.200,kg/ha,,,Kasvuhoone,,,,,1-2,7-14
00797,Paprika,Jahukasted(1ERYSF),,0.200,kg/ha,,,Kasvuhoone,,,,3,1-2,7-14
00797,Nelk,Nelgi rooste(UROMDI),0.060,0.200,kg/ha,,,Avamaa,"Veeorganismide kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,,1-2,7-14
00797,Gerbera,Juurehaigused - Phytophthora(1PHYTG),,0.100,%,,,Avamaa,"Veeorganismide kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,,1,
00797,Roos,Jahukasted(1ERYSF);Roosi-tahmlaiksus(DIPCRO),0.060,0.200,kg/ha,,,Kasvuhoone,,,,,1-3,7-14
00797,Nelk,Nelgi rooste(UROMDI),0.060,0.200,kg/ha,,,Kasvuhoone,,,,,1-2,7-14
00797,Gerbera,Juurehaigused - Phytophthora(1PHYTG),,0.100,%,,,Kasvuhoone,,,,,1,
214,Kurk,Kurgi-antraknoos(COLLLA);Kurgi-jahukaste(ERYSCI);Kurgi-ebajahukaste(PSPECU);Askohütoos(DIDYBR);Hallitusseened(CLADSP),,1.000,l/ha,,,Kasvuhoone,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,3,2,10
214,Tritikale,Roosted(1PUCCG);Kõrreliste äärislaiksus(RHYNSE),,0.400,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,35,1,
214,Suviraps,Kuivlaiksus(1ALTEG);Valgemädanik(1SCLEG),,0.500,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,21,1,
214,Suvinisu,Roosted(1PUCCG);Nisu-helelaiksus(LEPTNO);Nisu-pruunlaiksus(PYRNTR),,0.400,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,35,1,
214,Lillkapsas,Ristõieliste ebajahukaste(PEROPA);Laikpõletikud(1MYCOF);Ristõieliste jahukaste(ERYSCR);Piimaläikeline ebajahukaste(ALBUCA);Ristõieliste kuivlaiksus(ALTEBA),,0.800,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,14,1,
214,Salat,Salati-ebajahukaste(BREMLA);Risoktonioos(1RHIZG);Jahukasted(1ERYSF),,0.800,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,14,1,
214,Küüslauk,Sibula kuivlaiksus(ALTEPO);Ebajahukasted(1PEROG);Sibularooste(PUCCAL);Sibula valgemädanik(SCLOCE);Hahkhallitused(BOTRSP);Hallitusseened(CLADSP),,0.800,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,14,1,
214,Hiina kapsas,Ristõieliste kuivlaiksus(ALTEBA);Piimaläikeline ebajahukaste(ALBUCA);Ristõieliste jahukaste(ERYSCR);Laikpõletikud(1MYCOF);Ristõieliste ebajahukaste(PEROPA),,0.800,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,14,1,
214,Talioder,Kõrreliste jahukaste(ERYSGR);Kõrreliste äärislaiksus(RHYNSE);Kõrreliste võrklaiksus(PYRNTE);Roosted(1PUCCG),,0.400,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,35,1,
214,Suvioder,Roosted(1PUCCG);Kõrreliste võrklaiksus(PYRNTE);Kõrreliste äärislaiksus(RHYNSE);Kõrreliste jahukaste(ERYSGR),,0.400,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,35,1,
214,Põlduba,Herne-laikpõletik(MYCOPI);Herne-ebajahukaste(PEROVP);Liblikõieliste jahukaste(ERYSPI );Herne rooste(UROMPS),,0.600,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,14,1,
